순번/순위,구분,label,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
149.0,자기계발,1,인튜이션,8947528684,9788947528689.0,13810.0,한국경제신문,"게리 클라인 지음, 이유진 옮김, 장영재 감수","21,000","18,900","2,100",10%,"1,050점",20120908.0,506.0
150.0,자기계발,1,인생의 고난에 고개 숙이지 마라,8997743031,9788997743032.0,13320.0,진성북스,"마크 피셔 지음, 배영란 옮김","13,000","11,700","1,300",10%,650점,20120701.0,254.0
151.0,자기계발,1,나쁜 남자 지침서,8993734178,9788993734171.0,13320.0,프롬북스,양태민 지음,"13,000","11,700","1,300",10%,650점,20120216.0,659.0
152.0,자기계발,1,"도대체, 사랑",8965700566,9788965700562.0,3180.0,쌤앤파커스,곽금주 지음,"14,000","12,600","1,400",10%,700점,20120208.0,940.0
153.0,자기계발,1,간호사가 말하는 간호사,898598974X,9788985989749.0,14300.0,부키,권혜림 외 지음,"14,800","13,320","1,480",10%,740점,20041028.0,6866.0
154.0,자기계발,1,위대한 나의 발견 강점 혁명,893520627X,9788935206278.0,3320.0,청림출판,"마커스 버킹엄 & 도널드 클리프턴 지음, 박정숙 옮김","15,000","13,500","1,500",10%,750점,20050915.0,6536.0
155.0,자기계발,1,탈무드,8996766100,9788996766100.0,13230.0,내외신서,"미누 엮음, 김순효 그림","13,000","11,700","1,300",10%,650점,20120630.0,148.0
156.0,자기계발,1,마흔 살의 정리법,8992131615,9788992131612.0,3320.0,이아소,"사카오카 요코 지음, 임정희 옮김","12,000","10,800","1,200",10%,600점,20120910.0,230.0
157.0,자기계발,1,왜 나는 항상 결심만 할까,8952766016,9788952766014.0,13320.0,알키,"켈리 맥고니걸 지음, 신예경 옮김","14,800","13,320","1,480",10%,740점,20120627.0,2311.0
158.0,자기계발,1,세상의 모든 거북이들에게,895659189X,9788956591896.0,13320.0,예문,"로버트 링거 지음, 최송아 옮김","13,500","12,150","1,350",10%,670점,20120326.0,942.0
159.0,자기계발,1,"한 달에 한 번, 12명의 인생 멘토를 만나다",8950935309,9788950935306.0,3320.0,21세기북스,김미경 지음,"8,000","7,200",800,10%,400점,20120202.0,596.0
160.0,자기계발,1,호오포노포노의 비밀,8960172847,9788960172845.0,13320.0,판미동,"조 비테일.이하레아카라 휴 렌 지음, 황소연 옮김, 박인재 감수","13,000","11,700","1,300",10%,650점,20111125.0,5823.0
161.0,자기계발,1,마흔에 읽는 손자병법,8965960126,9788965960126.0,3320.0,흐름출판,강상구 지음,"14,000","12,600","1,400",10%,700점,20110720.0,8959.0
162.0,자기계발,1,인생의 절반쯤 왔을 때 깨닫게 되는 것들,8960864471,9788960864474.0,13320.0,위즈덤하우스,"리처드 J. 라이더 & 데이비드 A. 샤피로 지음, 김정홍 옮김","13,000","11,700","1,300",10%,650점,20110515.0,5983.0
163.0,자기계발,1,긍정심리학,8981102759,9788981102753.0,3180.0,물푸레,"마틴 셀리그만 지음, 김인자 옮김","14,800","13,320","1,480",10%,740점,20091125.0,1529.0
164.0,자기계발,1,보물지도,8970340920,9788970340920.0,13320.0,나라원,"모치즈키 도시타카 지음, 은영미 옮김","12,000","10,800","1,200",10%,600점,20100110.0,4199.0
165.0,자기계발,1,사람의 마음을 사로잡는 66가지 Lesson,8961091093,9788961091091.0,4830.0,지식여행,"와다 히로미 지음, 신주혜 옮김","11,000","9,900","1,100",10%,550점,20090910.0,173.0
166.0,자기계발,1,남자의 기술,8996871168,9788996871163.0,13320.0,1984,"폴 오도넬 지음, 이상구 옮김","15,000","13,500","1,500",10%,750점,20120725.0,293.0
167.0,자기계발,1,아티스트 웨이,8986377454,9788986377453.0,3600.0,경당,"줄리아 카메론 지음, 임지호 옮김","17,000","15,300","1,700",10%,850점,20120510.0,29845.0
168.0,자기계발,1,가끔은 제정신,8965700612,9788965700616.0,3180.0,쌤앤파커스,허태균 지음,"14,000","12,600","1,400",10%,700점,20120210.0,2441.0
169.0,자기계발,1,좋은글대사전,8996654868,9788996654865.0,13810.0,북씽크,이민홍 지음,"28,000","25,200","2,800",10%,"1,400점",20111215.0,1222.0
170.0,자기계발,1,내가 너를 사랑하는 100가지 이유 Ver 3 (Woman),8992632371,9788992632379.0,13810.0,인디고(글담),"현지선 지음, 임희 그림","11,000","9,900","1,100",10%,550점,20110801.0,2249.0
171.0,자기계발,1,30일 완성 목소리 트레이닝,8960864013,9788960864016.0,13000.0,위즈덤하우스,우지은 지음,"15,000","13,500","1,500",10%,750점,20101010.0,2340.0
172.0,자기계발,1,시크릿 두 번째 이야기,8952213076,9788952213075.0,13320.0,살림,"폴 해링턴 지음, 장정운 옮김","12,000","10,800","1,200",10%,600점,20100130.0,8257.0
173.0,자기계발,1,"멈추지 마, 다시 꿈부터 써봐 + 당신의 꿈은 무엇입니까 세트 - 전2권",6000583239,,,웅진지식하우스,김수영 지음,"27,000","24,300","2,700",10%,"1,350점",20100430.0,270.0
174.0,자기계발,1,마흔에 다시 읽는 수학,8994382275,9788994382272.0,13320.0,예인(플루토북),"오카베 쓰네하루 지음, 김정환 옮김","13,800","12,420","1,380",10%,690점,20121025.0,406.0
175.0,자기계발,1,지금부터 행복해지는 일,8963708926,9788963708928.0,13810.0,스토리3.0,이지성 지음,"13,000","11,700","1,300",10%,650점,20120518.0,481.0
176.0,자기계발,1,생각 버리기 연습 2,8950936658,9788950936655.0,13040.0,21세기북스,"코이케 류노스케 지음, 양영철 옮김, 스즈키 도모코 그림","12,000","10,800","1,200",10%,600점,20120423.0,1012.0
177.0,자기계발,1,아플 수도 없는 마흔이다,8947528420,9788947528429.0,13840.0,한국경제신문,이의수 지음,"13,000","11,700","1,300",10%,650점,20120315.0,2226.0
178.0,자기계발,1,언니의 독설 1,895093177X,9788950931773.0,3320.0,21세기북스,김미경 지음,"12,000","10,800","1,200",10%,600점,20110630.0,696.0
179.0,자기계발,1,3분 고전,8964231155,9788964231159.0,13810.0,작은씨앗,박재희 지음,"13,500","12,150","1,350",10%,670점,20101107.0,6064.0
180.0,자기계발,1,공부하는 독종이 살아남는다,8961888110,9788961888110.0,3320.0,중앙books(중앙북스),이시형 지음,"13,000","11,700","1,300",10%,650점,20090310.0,12053.0
181.0,자기계발,1,배려,8989313694,9788989313694.0,3320.0,위즈덤하우스,한상복 지음,"10,000","9,000","1,000",10%,500점,20060110.0,44886.0
182.0,자기계발,1,서른과 마흔 사이 인생병법,8935209341,9788935209347.0,3320.0,청림출판,노병천 지음,"15,000","13,500","1,500",10%,750점,20120730.0,106.0
183.0,자기계발,1,ONE PAGE 인포그래픽스,8998001004,9788998001001.0,13300.0,샌들코어,우석진.김미리 지음,"18,000","16,200","1,800",10%,900점,20120730.0,786.0
184.0,자기계발,1,누가 내 치즈를 옮겼을까?,K292434449,9788980104710.0,3840.0,진명출판사,"스펜서 존슨 지음, 이영진 옮김","10,000","9,000","1,000",10%,500점,20120410.0,1940.0
185.0,자기계발,1,에버노트 라이프,8931442491,9788931442496.0,13000.0,영진.com(영진닷컴),홍순성 지음,"13,000","11,700","1,300",10%,650점,20120510.0,804.0
186.0,자기계발,1,최강업무 기술,899349780X,9788993497809.0,13320.0,스펙트럼북스,"나가타 도요시 지음, 이경미 옮김","6,900","6,210",690,10%,340점,20110320.0,434.0
187.0,자기계발,1,마지막 강의,8952209249,9788952209245.0,3320.0,살림,"랜디 포시.제프리 재슬로 지음, 심은우 옮김","12,000","10,800","1,200",10%,600점,20080616.0,25032.0
188.0,자기계발,1,몰입의 즐거움,K242731587,9788973378869.0,3180.0,해냄,"미하이 칙센트미하이 지음, 이희재 옮김","16,500","14,850","1,650",10%,820점,20071120.0,10647.0
189.0,자기계발,1,여자에겐 일생에 한 번 냉정해야 할 순간이 온다,895913709X,9788959137091.0,13320.0,예담,한상복 지음,"13,000","11,700","1,300",10%,650점,20121026.0,791.0
190.0,자기계발,1,잡스 사용법,8934003979,9788934003977.0,3320.0,거름,한미화 지음,"15,000","13,500","1,500",10%,750점,20121005.0,223.0
191.0,자기계발,1,천재의 탄생 (보급판),8956251851,9788956251851.0,3180.0,학고재,"앤드루 로빈슨 지음, 박종성 옮김","20,000","18,000","2,000",10%,"1,000점",20120910.0,218.0
192.0,자기계발,1,The Tools 툴스,8950939118,9788950939113.0,13320.0,21세기북스,"필 스터츠 & 배리 미첼스 지음, 이수경 옮김","14,000","12,600","1,400",10%,700점,20120810.0,373.0
193.0,자기계발,1,마음이 몸을 치료한다,8974792087,9788974792084.0,13510.0,불광출판사,"데이비드 해밀턴 지음, 장현갑.김미옥 옮김","18,000","16,200","1,800",10%,900점,20120725.0,741.0
194.0,자기계발,1,철학을 권하다,8966184006,9788966184002.0,3100.0,더퀘스트,"줄스 에반스 지음, 서영조 옮김","15,000","13,500","1,500",10%,750점,20120710.0,750.0
195.0,자기계발,1,캐나다 어학연수 백만백가지 - 전2권,8959136824,9788959136827.0,13980.0,위즈덤하우스,니키(김낙영) & 올리브(이선영) 지음,"28,000","25,200","2,800",10%,"1,400점",20120608.0,459.0
196.0,자기계발,1,머니룰,8996047325,9788996047322.0,3320.0,나비랑북스,"에스더 힉스.제리 힉스 지음, 박행국 옮김, 조한근 감수","14,800","13,320","1,480",10%,740점,20120510.0,2737.0
197.0,자기계발,1,고전혁명,8996792918,9788996792918.0,3320.0,생각정원,이지성.황광우 지음,"14,000","12,600","1,400",10%,700점,20120210.0,2238.0
198.0,자기계발,1,40대를 위한 가슴이 시키는 일,8994943129,9788994943121.0,14320.0,판테온하우스,전영철 지음,"6,400","5,760",640,10%,320점,20110524.0,1030.0
199.0,자기계발,1,생각을 선물하는 남자,8950927640,9788950927646.0,3320.0,21세기북스,김태원 지음,"14,000","12,600","1,400",10%,700점,20101202.0,1468.0
200.0,자기계발,1,가치 있게 나이 드는 법,8927800761,9788927800767.0,3810.0,중앙books(중앙북스),전혜성 지음,"12,000","10,800","1,200",10%,600점,20100904.0,1850.0
801.0,자기계발,0,제대로 시켜라,8965700213,9788965700210.0,3320.0,쌤앤파커스,류랑도 지음,"15,000","13,500","1,500",10%,750점,20110710.0,2404.0
802.0,자기계발,0,내려놓고 행복하라,8965960088,9788965960089.0,3320.0,흐름출판,"가이 핀리 지음, 박윤정 옮김","12,000","10,800","1,200",10%,600점,20110607.0,129.0
803.0,자기계발,0,써먹는 심리학 : 인간관계 편,8972217026,9788972217022.0,14180.0,진선북스(진선출판사),"포포 프로덕션.하라다 레이지 지음, 최종호 옮김, 박기환 감수","10,800","9,720","1,080",10%,540점,20110610.0,646.0
804.0,자기계발,0,너의 꿈에는 한계가 없다,8994210857,9788994210858.0,3320.0,민음인,이영남 지음,"14,800","13,320","1,480",10%,740점,20110517.0,1374.0
805.0,자기계발,0,함부로 말하는 사람과 대화하는 법,8993635226,9788993635225.0,3320.0,갈매나무,"샘 혼 지음, 이상원 옮김","13,000","11,700","1,300",10%,650점,20110520.0,1342.0
806.0,자기계발,0,3초간,8952761685,9788952761682.0,13320.0,알키,"데이비드 폴레이 지음, 신예경 옮김","13,800","12,420","1,380",10%,690점,20110520.0,981.0
807.0,자기계발,0,"20대, 스튜어디스를 꿈꿔라",8994545115,9788994545110.0,3320.0,라이카미(부즈펌),강민경.김소연 지음,"13,500","12,150","1,350",10%,670점,20110314.0,310.0
808.0,자기계발,0,"데일 카네기의 성공대화론 (포켓판, 반양장)",8991984665,9788991984660.0,13320.0,더클래식,"데일 카네기 지음, 베스트트랜스 옮김","4,400","3,960",440,10%,220점,20110302.0,253.0
809.0,자기계발,0,"꿈, 희망, 미래",8950928183,9788950928186.0,3320.0,21세기북스,스티브 김 지음,"12,000","10,800","1,200",10%,600점,20110117.0,391.0
810.0,자기계발,0,하버드대 52주 행복 연습,896086417X,9788960864177.0,13320.0,위즈덤하우스,"탈 벤 샤하르 지음, 서윤정 옮김","12,000","10,800","1,200",10%,600점,20101230.0,977.0
811.0,자기계발,0,놓치고 싶지 않은 나의 꿈 나의 인생 3,8974255677,9788974255671.0,14320.0,국일미디어(국일출판사),"나폴레온 힐 지음, 이지현 옮김","12,000","10,800","1,200",10%,600점,20101110.0,1004.0
812.0,자기계발,0,그래도 우리는 게임을 만든다,8996054089,9788996054085.0,17500.0,보리별,유영욱 지음,"12,800","11,520","1,280",10%,640점,20101220.0,394.0
813.0,자기계발,0,여자 라이프 사전,8996506516,9788996506515.0,23810.0,책비,이재은 지음,"15,000","13,500","1,500",10%,750점,20101011.0,776.0
814.0,자기계발,0,린치핀,8950926261,9788950926267.0,13320.0,21세기북스,"세스 고딘 지음, 윤영삼 옮김","15,000","13,500","1,500",10%,750점,20100920.0,696.0
815.0,자기계발,0,게임이론의 사고법,8993905363,9788993905366.0,3320.0,에쎄,"가와니시 사토시 지음, 김규태 옮김","11,000","9,900","1,100",10%,100점,20100901.0,259.0
816.0,자기계발,0,최신 유엔 가이드북,8962340275,9788962340273.0,3320.0,럭스미디어,김정태 지음,"25,000","22,500","2,500",10%,"1,250점",20100825.0,307.0
817.0,자기계발,0,감응력,8935703303,9788935703302.0,3320.0,정신세계사,"페니 피어스 지음, 김우종 옮김","15,000","13,500","1,500",10%,750점,20100625.0,4553.0
818.0,자기계발,0,무소유로는 행복해질 수 없다,8996413313,9788996413318.0,3220.0,아이비북스,"바스나고다 라훌라 지음, 이나경 옮김","12,000","10,800","1,200",10%,600점,20100421.0,278.0
819.0,자기계발,0,아이디어 블록,8996261866,9788996261865.0,13800.0,토트,"제이슨 르쿨락 지음, 명로진 옮김","15,000","13,500","1,500",10%,750점,20100201.0,416.0
820.0,자기계발,0,생산적 책읽기 두번째 이야기,8991120350,9788991120358.0,3320.0,북포스,안상헌 지음,"13,000","11,700","1,300",10%,650점,20100220.0,609.0
821.0,자기계발,0,나를 꽃피우는 치유 심리학,8989590167,9788989590163.0,3180.0,침묵의향기,이승현 지음,"13,000","11,700","1,300",10%,650점,20091218.0,417.0
822.0,자기계발,0,어머니 저는 해냈어요,8934935685,9788934935681.0,3810.0,김영사,김규환 지음,"12,000","10,800","1,200",10%,600점,20091005.0,793.0
823.0,자기계발,0,워너비 윈투어,8901101521,9788901101521.0,4320.0,웅진윙스,"제리 오펜하이머 지음, 김은경 옮김","14,000","12,600","1,400",10%,700점,20091027.0,576.0
824.0,자기계발,0,행복의 경제학,8974833883,9788974833886.0,3800.0,서해문집,"쓰지 신이치 지음, 장석진 옮김","9,800","8,820",980,10%,490점,20091001.0,699.0
825.0,자기계발,0,나는 왜 하는 일마다 잘 되지?,8935703109,9788935703104.0,3320.0,정신세계사,"최인원 지음, EFT Korea 감수","15,000","13,500","1,500",10%,750점,20090325.0,1214.0
826.0,자기계발,0,브레인 룰스,8947526975,9788947526975.0,3180.0,프런티어,"존 메디나 지음, 정재승 감수","16,800","15,120","1,680",10%,840점,20090320.0,3668.0
827.0,자기계발,0,그는 당신에게 반하지 않았다 2,8973375989,9788973375981.0,3840.0,해냄,"그렉 버렌트.아미라 루오톨라 버렌트 지음, 이수연 옮김","11,000","9,900","1,100",10%,550점,20090115.0,450.0
828.0,자기계발,0,나는 무엇을 잘할 수 있는가,8992975066,9788992975063.0,3320.0,고즈윈,구본형 변화경영연구소 지음,"12,800","11,520","1,280",10%,640점,20080325.0,2159.0
829.0,자기계발,0,보컬 파워,8992555725,9788992555722.0,3320.0,다산라이프,"아서 조세프 지음, 유리타 옮김","12,000","10,800","1,200",10%,600점,20080314.0,772.0
830.0,자기계발,0,청소년을 위한 이기는 습관,8992647190,9788992647199.0,3320.0,쌤앤파커스,전옥표 지음,"11,000","9,900","1,100",10%,550점,20080115.0,6304.0
831.0,자기계발,0,개구리를 먹어라,8961150030,9788961150033.0,3320.0,북앳북스,"브라이언 트레이시 지음, 이옥용 옮김","9,000","8,100",900,10%,450점,20070427.0,357.0
832.0,자기계발,0,존 맥스웰의 태도,897425493X,9788974254933.0,3320.0,국일미디어(국일출판사),"존 맥스웰 지음, 김홍식 옮김","10,000","9,000","1,000",10%,500점,20070620.0,516.0
833.0,자기계발,0,실전! 청소력,8991824102,9788991824102.0,3320.0,나무한그루,"마쓰다 미쓰히로 지음, 우지형 옮김","10,000","9,000","1,000",10%,500점,20070115.0,1130.0
834.0,자기계발,0,통찰과 포용,8991186335,9788991186330.0,4180.0,북스넛,"하워드 가드너 지음, 송기동 옮김","28,000","25,200","2,800",10%,"1,400점",20061216.0,958.0
835.0,자기계발,0,3시간 수면법,8985382772,9788985382779.0,3170.0,백만문화사,"후지모도 겐고 지음, 최운권 옮김","8,000","7,200",800,10%,400점,20060910.0,721.0
836.0,자기계발,0,천재들의 창조적 습관,8931005431,9788931005431.0,3800.0,문예출판사,"트와일라 타프 지음, 노진선 옮김","15,000","13,500","1,500",10%,750점,20060620.0,960.0
837.0,자기계발,0,인생은 말하는 대로 된다,8989863422,9788989863427.0,3830.0,북뱅크,"사토 도미오 지음, 이예린 옮김","10,000","9,000","1,000",10%,500점,20051225.0,476.0
838.0,자기계발,0,나의 가치를 높여주는 화술,8981441723,9788981441722.0,3320.0,시아출판사,안은표 지음,"13,500","12,150","1,350",10%,670점,20050910.0,410.0
